コンデションID,コンディション名称,項目順序,コンディション項目ID,コンディション値,コンディションラベル,登録担当者,登録日付,更新担当者,更新時間
"COD_TAISYOU_KBN01","対象区分01","3","KOUIKI_SITEI","2","広域企業コード指定","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:32:02"
"COD_TAISYOU_KBN01","対象区分01","4","SYUKAN_SITEI","3","主管部署コード指定","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:32:02"
"COD_TAISYOU_SIMEBI_KBN01","対象締日区分01","1","TOUZITU_BUN","0","当日分","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOU_SIMEBI_KBN01","対象締日区分01","2","HIDUKE_SITEI","1","日付指定","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOU_TOK_KBN01","対象得意先区分01","1","ALL","0","全て","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOU_TOK_KBN01","対象得意先区分01","2","OYAKO","1","親子","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOU_TOK_KBN01","対象得意先区分01","3","SOUKATU","2","総括","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOU_TOK_KBN01","対象得意先区分01","4","TYOUSEI","3","調整","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TAISYOUGAI_KBN01","対象外区分01","1","TAISYOU","0","対象","sis05","2008/07/10 14:07:39","fsol14","2009/12/02 15:32:09"
"COD_TAISYOUGAI_KBN01","対象外区分01","2","TAISYOUGAI","1","対象外","sis05","2008/07/10 14:07:39","fsol14","2009/12/02 15:32:09"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","1","HEITEN_TOUSAN","01","閉店・倒産","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","2","ITEN_TATINOKI","02","移転・立ち退き","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","3","KOUKEISYA_NASI","03","後継者なし","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","4","TENPO_KAISOU","04","店舗改装","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","5","GENBA_KOUZI_SYURYOU","05","現場、工事終了","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","6","URIAGE_GENSYOU","06","売上減少","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","7","TASYA_KOUSEI","07","他社の攻勢","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","8","KAISYA_HOUSIN_GYOUTAI_HENKOU","08","会社方針・業態変更","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","9","KEIEISYA_KOUTAI","09","経営者交代","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","10","ITIZI_AZUKARI","10","一時預り","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","11","FOLLOW_SAKI_HENKOU","11","フォロー先変更","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","12","SONOTA","12","その他","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_HIKIAGE_RIYU01","単独引上理由区分01","13","SEISAKU_HIKIAGE","13","政策による引上","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:32:16"
"COD_TAN_MARUME_KBN01","単価丸め区分01","1","SONOMAMA","0","そのまま","fsol10","2009/05/26 18:00:19","fsol14","2009/12/02 15:35:49"
"COD_TAN_MARUME_KBN01","単価丸め区分01","2","KIRIAGE","1","切上げ","fsol10","2009/05/26 18:00:19","fsol14","2009/12/02 15:35:49"
"COD_TAN_MARUME_KBN01","単価丸め区分01","3","KIRISUTE","2","切捨て","fsol10","2009/05/26 18:00:19","fsol14","2009/12/02 15:35:49"
"COD_TAN_MARUME_KBN01","単価丸め区分01","4","ROUNDOFF","3","四捨五入","fsol10","2009/05/26 18:00:19","fsol14","2009/12/02 15:35:49"
"COD_TAN_MARUME_KETA_KBN01","単価丸め桁数区分01","1","SYOUSU_1","1","小数点第１位","fsol10","2009/05/26 18:02:01","fsol14","2009/12/02 15:35:55"
"COD_TAN_MARUME_KETA_KBN01","単価丸め桁数区分01","2","SYOUSU_2","2","小数点第２位","fsol10","2009/05/26 18:02:01","fsol14","2009/12/02 15:35:55"
"COD_TAN_MARUME_KETA_KBN01","単価丸め桁数区分01","3","SYOUSU_3","3","小数点第３位","fsol10","2009/05/26 18:02:01","fsol14","2009/12/02 15:35:55"
"COD_TAX_CALC_KBN01","消費税計算区分01","1","UTIZEI_SAKI","0","内税先","lpa01","2008/08/18 19:57:39","fsol14","2009/12/02 15:36:10"
"COD_TAX_CALC_KBN01","消費税計算区分01","2","SHN_MEI","1","商品明細","lpa01","2008/08/18 19:57:39","fsol14","2009/12/02 15:36:10"
"COD_TAX_CALC_KBN01","消費税計算区分01","3","DENPYOU_GOUKEI","2","伝票合計","lpa01","2008/08/18 19:57:39","fsol14","2009/12/02 15:36:10"
"COD_TAX_CALC_KBN01","消費税計算区分01","4","SEIKYU_ZI","3","請求時","lpa01","2008/08/18 19:57:39","fsol14","2009/12/02 15:36:10"
"COD_TAX_KBN01","消費税区分01","1","UTIZEI","0","内税","lpa00","2008/07/08 11:26:16","fsol14","2009/12/02 15:36:21"
"COD_TAX_KBN01","消費税区分01","2","SOTOZEI","1","外税","lpa00","2008/07/08 11:26:16","fsol14","2009/12/02 15:36:21"
"COD_TAX_KBN02","消費税区分02","1","UTIZEI","0","内税","fsol14","2008/10/14 10:02:10","fsol14","2009/12/02 15:36:27"
"COD_TAX_KBN02","消費税区分02","2","SOTOZEI","1","外税","fsol14","2008/10/14 10:02:10","fsol14","2009/12/02 15:36:27"
"COD_TAX_KBN02","消費税区分02","3","KYOUTU","2","共通","fsol14","2008/10/14 10:02:10","fsol14","2009/12/02 15:36:27"
"COD_TAX_KBN03","消費税区分03","1","UTIZEI","0","内税","fsol07","2011/01/26 13:46:09","fsol07","2011/01/26 13:46:09"
"COD_TAX_KBN03","消費税区分03","2","SOTOZEI","1","外税","fsol07","2011/01/26 13:46:09","fsol07","2011/01/26 13:46:09"
"COD_TAX_KBN03","消費税区分03","3","HIKAZEI","2","非課税","fsol07","2011/01/26 13:46:09","fsol07","2011/01/26 13:46:09"
"COD_TAX_KBN04","消費税区分04","1","UTIZEI","0","内税","fsol07","2011/02/17 11:24:14","lpa03","2011/03/18 19:04:14"
"COD_TAX_KBN04","消費税区分04","2","HIKAZEI","2","非課税","fsol07","2011/02/17 11:24:14","lpa03","2011/03/18 19:04:14"
"COD_TAX_MARUME_KBN01","消費税丸め区分01","1","UTIZEI_SAKI","0","内税先","lpa01","2008/08/18 20:08:29","fsol14","2009/12/02 15:36:33"
"COD_TAX_MARUME_KBN01","消費税丸め区分01","2","KIRIAGE","1","切り上げ","lpa01","2008/08/18 20:08:29","fsol14","2009/12/02 15:36:33"
"COD_TAX_MARUME_KBN01","消費税丸め区分01","3","KIRISUTE","2","切り捨て","lpa01","2008/08/18 20:08:29","fsol14","2009/12/02 15:36:33"
"COD_TAX_MARUME_KBN01","消費税丸め区分01","4","ROUNDOFF","3","四捨五入","lpa01","2008/08/18 20:08:29","fsol14","2009/12/02 15:36:33"
"COD_TAX_MARUME_KETA_KBN01","消費税丸め桁数区分01","1","UTIZEI_SAKI","0","内税先","lpa01","2008/08/18 20:04:41","fsol14","2009/12/02 15:36:39"
"COD_TAX_MARUME_KETA_KBN01","消費税丸め桁数区分01","2","SYOUSU_2","1","小数点第１位","lpa01","2008/08/18 20:04:41","fsol14","2009/12/02 15:36:39"
"COD_TAX_MARUME_KETA_KBN01","消費税丸め桁数区分01","3","SYOUSU_3","2","小数点第２位","lpa01","2008/08/18 20:04:41","fsol14","2009/12/02 15:36:39"
"COD_TAX_MARUME_KETA_KBN01","消費税丸め桁数区分01","4","SYOUSU_4","3","小数点第３位","lpa01","2008/08/18 20:04:41","fsol14","2009/12/02 15:36:39"
"COD_TAX_TYOUSEI_KBN01","消費税調整区分01","1","UTIZEI_SAKI","0","内税先","lpa01","2008/08/18 19:59:20","fsol14","2009/12/02 15:36:49"
"COD_TAX_TYOUSEI_KBN01","消費税調整区分01","2","NOUHINZI","1","納品時","lpa01","2008/08/18 19:59:20","fsol14","2009/12/02 15:36:49"
"COD_TAX_TYOUSEI_KBN01","消費税調整区分01","3","SEIKYUZI","2","請求時","lpa01","2008/08/18 19:59:20","fsol14","2009/12/02 15:36:49"
"COD_TAX_ZYOUKEN_KBN01","消費税計算条件区分01","1","ZEIKOMI","0","税込","fsol07","2011/02/01 18:46:50","fsol07","2011/02/01 18:46:50"
"COD_TAX_ZYOUKEN_KBN01","消費税計算条件区分01","2","ZEINUKI","1","税抜","fsol07","2011/02/01 18:46:50","fsol07","2011/02/01 18:46:50"
"COD_TC_SAGYOU_MEI_KBN01","ＴＣ作業明細区分01","1","BUZAI","0","部材","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:36:55"
"COD_TC_SAGYOU_MEI_KBN01","ＴＣ作業明細区分01","2","KOURYOU","1","工料","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:36:55"
"COD_TC_TYOUHYOU_KBN","TC帳票区分","1","SYURI","01","修理","fsol05","2009/03/23 20:12:58","fsol05","2009/03/23 20:14:10"
"COD_TC_TYOUHYOU_KBN","TC帳票区分","2","SEIBI","02","整備","fsol05","2009/03/23 20:12:58","fsol05","2009/03/23 20:14:10"
"COD_TC_TYOUHYOU_KBN","TC帳票区分","3","SINPIN_SETTI","03","新品設置","fsol05","2009/03/23 20:12:58","fsol05","2009/03/23 20:14:10"
"COD_TC_TYOUHYOU_KBN","TC帳票区分","4","TYUKO_SETTI","04","中古設置","fsol05","2009/03/23 20:12:58","fsol05","2009/03/23 20:14:10"
"COD_TC_TYOUHYOU_KBN","TC帳票区分","5","DENKI_KOUZI","05","電気工事","fsol05","2009/03/23 20:12:58","fsol05","2009/03/23 20:14:10"
"COD_TEGATA_SYURUI_KBN01","手形種類区分01","1","YAKUSOKU","0","約束","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TEGATA_SYURUI_KBN01","手形種類区分01","2","KAWASE","1","為替","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TEI_HEN_SINSEI_KBN01","口座停止変更申請区分01","1","TEISI","0","停止","sis02","2008/07/02 09:53:19","fsol14","2009/12/02 15:37:02"
"COD_TEI_HEN_SINSEI_KBN01","口座停止変更申請区分01","2","HENKOU","1","変更","sis02","2008/07/02 09:53:19","fsol14","2009/12/02 15:37:02"
"COD_TEISEI_RIYU_KBN01","訂正理由区分01","1","CLAIM","01","クレーム","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:37:09"
"COD_TEISEI_RIYU_KBN01","訂正理由区分01","2","SONOTA","02","その他","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:37:09"
"COD_TEIZIH_SINSEI_KBN01","定時Ｈ申請区分01","1","SHN_SIHA","1","商品支払","fsol07","2011/01/26 14:36:06","fsol07","2011/01/26 14:36:06"
"COD_TEIZIH_SINSEI_KBN01","定時Ｈ申請区分01","2","SIZAI_SIHA","2","資材支払","fsol07","2011/01/26 14:36:06","fsol07","2011/01/26 14:36:06"
"COD_TEIZIH_SINSEI_KBN01","定時Ｈ申請区分01","3","SIZAI_SIKYU","3","資材支給","fsol07","2011/01/26 14:36:06","fsol07","2011/01/26 14:36:06"
"COD_TEIZIH_SINSEI_KBN01","定時Ｈ申請区分01","4","BUTURYU_SIHA","4","物流支払","fsol07","2011/01/26 14:36:06","fsol07","2011/01/26 14:36:06"
"COD_TEIZIR_ZYOUKEN_KBN01","流通リベート条件区分01","1","MISYU","0","未収","fsol07","2011/02/17 11:03:44","fsol07","2011/02/17 11:03:44"
"COD_TEIZIR_ZYOUKEN_KBN01","流通リベート条件区分01","2","SONOTA","1","その他","fsol07","2011/02/17 11:03:44","fsol07","2011/02/17 11:03:44"
"COD_TOKUSYU_POST_NO_KBN01","特殊郵便番号区分","1","TUZYOU","0","通常郵便番号","fsol09","2009/01/29 19:11:59","fsol09","2009/01/29 19:14:13"
"COD_TOKUSYU_POST_NO_KBN01","特殊郵便番号区分","2","TOKUSYU","1","特殊郵便番号","fsol09","2009/01/29 19:11:59","fsol09","2009/01/29 19:14:13"
"COD_TORIHIKI_KBN01","取引区分01","1","GENKIN","0","現金","lpa01","2008/08/18 19:54:33","fsol14","2009/12/02 15:37:15"
"COD_TORIHIKI_KBN01","取引区分01","2","SIME","1","締客","lpa01","2008/08/18 19:54:33","fsol14","2009/12/02 15:37:15"
"COD_TORIHIKI_KBN02","取引区分02","1","ALLVALUE","ALLVALUE","全て","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 23:00:11"
"COD_TORIHIKI_KBN02","取引区分02","2","GENKIN","0","現金","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 23:00:11"
"COD_TORIHIKI_KBN02","取引区分02","3","SIME","1","締客","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 23:00:11"
"COD_TOSOU_KBN01","塗装区分01","1","ZENTOSOU","0","全塗装","fsol05","2009/06/12 18:04:56","fsol14","2009/12/02 15:37:25"
"COD_TOSOU_KBN01","塗装区分01","2","TOBIRATOSOU","1","扉塗装","fsol05","2009/06/12 18:04:56","fsol14","2009/12/02 15:37:25"
"COD_TOSOU_KBN01","塗装区分01","3","KATAGAWA","2","片側","fsol05","2009/06/12 18:04:56","fsol14","2009/12/02 15:37:25"
"COD_TOSOU_KBN01","塗装区分01","4","RYOUMEN","3","両面","fsol05","2009/06/12 18:04:56","fsol14","2009/12/02 15:37:25"
"COD_TOSOU_KBN01","塗装区分01","5","TOSOUNASI","4","塗装なし","fsol05","2009/06/12 18:04:56","fsol14","2009/12/02 15:37:25"
"COD_TOUROKU_KBN01","登録区分01","1","SINKI","00","新規","lpa01","2008/08/18 19:51:59","fsol14","2009/12/02 15:37:31"
"COD_TOUROKU_KBN01","登録区分01","2","KIZON","01","既存","lpa01","2008/08/18 19:51:59","fsol14","2009/12/02 15:37:31"
"COD_TOUROKU_SYORI_KBN01","登録処理区分01","1","ONLINE","0","オンライン","lpa00","2008/07/11 16:12:27","fsol14","2009/12/02 15:37:37"
"COD_TOUROKU_SYORI_KBN01","登録処理区分01","2","BATCH","1","バッチ","lpa00","2008/07/11 16:12:27","fsol14","2009/12/02 15:37:37"
"COD_TYOUAI_SIHA_KBN01","帳合支払区分01","1","TUZYOU_SIHA_TYOUAI","0","通常支払帳合","fsol07","2011/02/01 18:43:01","fsol07","2011/02/01 18:43:01"
"COD_TYOUAI_SIHA_KBN01","帳合支払区分01","2","TOKUSYU_SIHA_TYOUAI","1","特殊支払帳合","fsol07","2011/02/01 18:43:01","fsol07","2011/02/01 18:43:01"
"COD_TYOUHYOU_OUT_NAIYOU01","帳票出力内容01","1","MI_HENKIN_TYUSYUTU","0","未返金抽出","fsol23","2011/02/25 19:09:15","fsol23","2011/02/25 19:09:15"
"COD_TYOUHYOU_OUT_NAIYOU01","帳票出力内容01","2","AZUKARIKIN_HIS_REF","1","預り金履歴照会","fsol23","2011/02/25 19:09:15","fsol23","2011/02/25 19:09:15"
"COD_TYOUKA_KIKAN_KBN01","超過期間区分01","1","MONTHS_1","1","１ヵ月超","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TYOUKA_KIKAN_KBN01","超過期間区分01","2","MONTHS_3","3","３ヵ月超","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TYOUKA_KIKAN_KBN01","超過期間区分01","3","MONTHS_6","6","６ヵ月超","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TYUMON_KBN01","注文区分01","1","TYUMON_SINAI","0","毎日注文しない","fsol14","2008/10/10 16:45:40","fsol14","2009/12/02 15:37:42"
"COD_TYUMON_KBN01","注文区分01","2","TYUMON_SURU","1","毎日注文する","fsol14","2008/10/10 16:45:40","fsol14","2009/12/02 15:37:42"
"COD_TYUSYUTU_TAISYOU01","抽出対象01","1","MI_SYORI","0","未処理","fsol07","2011/01/26 14:31:20","fsol07","2011/01/26 14:31:20"
"COD_TYUSYUTU_TAISYOU01","抽出対象01","2","ALL","1","全て","fsol07","2011/01/26 14:31:20","fsol07","2011/01/26 14:31:20"
"COD_TYUSYUTU_ZYOUKEN_KBN01","抽出条件区分01","1","TOK","0","得意先","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TYUSYUTU_ZYOUKEN_KBN01","抽出条件区分01","2","BUSYO","1","部署","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_TYUSYUTU_ZYOUKEN01","手数料再計算対象抽出条件01","1","ERR_TAISYOU","0","エラー対象","base08","2008/12/12 10:45:43","fsol14","2009/12/02 15:37:49"
"COD_TYUSYUTU_ZYOUKEN01","手数料再計算対象抽出条件01","2","COD_SITEI","1","コード指定","base08","2008/12/12 10:45:43","fsol14","2009/12/02 15:37:49"
"COD_UMU_KBN01","有無区分01","1","NASI","0","なし","lpa00","2008/07/08 11:07:59","fsol14","2009/12/02 15:37:55"
"COD_UMU_KBN01","有無区分01","2","ARI","1","あり","lpa00","2008/07/08 11:07:59","fsol14","2009/12/02 15:37:55"
"COD_URAGAKI_KBN01","裏書区分01","1","NASI","0","なし","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_URAGAKI_KBN01","裏書区分01","2","ARI","1","あり","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_URI_HOUKOKU_KBN01","売上報告区分01","1","NASI","0","報告なし","lpa00","2008/07/08 11:17:27","fsol14","2009/12/02 15:38:01"
"COD_URI_HOUKOKU_KBN01","売上報告区分01","2","SIHARAI","1","報告（支払）","lpa00","2008/07/08 11:17:27","fsol14","2009/12/02 15:38:01"
"COD_URI_HOUKOKU_KBN01","売上報告区分01","3","SEIKYU","2","報告（請求）","lpa00","2008/07/08 11:17:27","fsol14","2009/12/02 15:38:01"
"COD_URI_HOUKOKU_KBN01","売上報告区分01","4","NOMI","3","報告のみ","lpa00","2008/07/08 11:17:27","fsol14","2009/12/02 15:38:01"
"COD_URI_HOUKOKU_KBN02","売上報告区分02","1","SIHARAI","1","報告（支払）","base03","2009/01/20 11:02:26","fsol14","2009/12/02 15:38:08"
"COD_URI_HOUKOKU_KBN02","売上報告区分02","2","SEIKYU","2","報告（請求）","base03","2009/01/20 11:02:26","fsol14","2009/12/02 15:38:08"
"COD_URI_HOUKOKU_KBN02","売上報告区分02","3","NOMI","3","報告のみ","base03","2009/01/20 11:02:26","fsol14","2009/12/02 15:38:08"
"COD_URI_SYUKEI_KBN01","売上集計区分01","1","DYDO_KISYU","0","ダイドー機","lpa01","2008/08/18 20:20:33","fsol14","2009/12/02 15:38:19"
"COD_URI_SYUKEI_KBN01","売上集計区分01","2","TASYA_KISYU","1","他社機等","lpa01","2008/08/18 20:20:33","fsol14","2009/12/02 15:38:19"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","1","HOZON","0","保存","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","2","SINSEITYU","1","申請中","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","3","KESSAIZUMI","2","決裁済","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","4","HIKETUZUMI","3","否決済","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","5","TORIMODOSIZUMI","4","取戻済","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_WF_SINSEI_STS01","ワークフロー申請状態01","6","TORIKESIZUMI","5","取消済","base01","2008/12/10 10:29:45","fsol14","2009/12/02 15:38:30"
"COD_YAKU_HYOUZI_KBN01","役職表示区分01","1","HYOUZI_KA","0","表示可","fsol10","2008/10/23 09:43:30","fsol14","2009/12/02 15:38:41"
"COD_YAKU_HYOUZI_KBN01","役職表示区分01","2","HYOUZI_FUKA","1","表示不可","fsol10","2008/10/23 09:43:30","fsol14","2009/12/02 15:38:41"
"COD_YUSYO_MUSYO_KBN01","有償無償区分01","1","ALL","00","全て","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:38:47"
"COD_YUSYO_MUSYO_KBN01","有償無償区分01","2","MUSYO","01","無償","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:38:47"
"COD_YUSYO_MUSYO_KBN01","有償無償区分01","3","YUSYO","02","有償","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:38:47"
"COD_YUSYO_MUSYO_KBN01","有償無償区分01","4","YUSYO_SIHARAI","03","有償支払先","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:38:47"
"COD_YUSYO_MUSYO_KBN01","有償無償区分01","5","MUSYO_SIHARAI","04","有償完了先","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:38:47"
"COD_ZANSAI_RENTAL_KBN01","残債レンタル区分01","1","EIGYOUSYO","0","営業所負担","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:34"
"COD_ZANSAI_RENTAL_KBN01","残債レンタル区分01","2","ZANSAI","1","残債中古レンタル","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:34"
"COD_ZIHANKI_KBN01","自販機区分01","1","ZIHANKI","01","自販機","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:43"
"COD_ZIHANKI_KBN01","自販機区分01","2","SONOTA","02","その他","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:43"
"COD_ZIHANKI_KBN02","自販機区分02","1","ALL","0","全て","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:49"
"COD_ZIHANKI_KBN02","自販機区分02","2","ZIHANKI","1","自販機","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:49"
"COD_ZIHANKI_KBN02","自販機区分02","3","ZYUKI","2","什器","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:39:49"
"COD_ZIHANKI_KBN03","自販機区分03","1","ZIHANKI","0","自販機","fsol05","2009/05/13 09:57:32","fsol14","2009/12/02 15:39:58"
"COD_ZIHANKI_KBN03","自販機区分03","2","ZYUKI","1","什器","fsol05","2009/05/13 09:57:32","fsol14","2009/12/02 15:39:58"
"COD_ZIKKOU_KBN01","実行区分01","1","SINAI","0","しない","lpa00","2008/07/11 15:18:29","fsol14","2009/12/02 15:40:03"
"COD_ZIKKOU_KBN01","実行区分01","2","SURU","1","する","lpa00","2008/07/11 15:18:29","fsol14","2009/12/02 15:40:03"
"COD_ZIKO_HUTAN_KBN","事故負担区分01","1","ZISYA_HOKEN","0","自社保険","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:09"
"COD_ZIKO_HUTAN_KBN","事故負担区分01","2","KAGAISYA_HUTAN","1","加害者負担","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:09"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","1","KOZIAKE","01","こじ開け","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","2","ATENIGE","02","当て逃げによる破損","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","3","ITAZURA","03","いたずらによる破損","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","4","TOUNAN_MOKUTEI","04","盗難目的の破損","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","5","SUIGAI","05","水害","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","6","KASAI","06","火災","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","7","HOUKA","07","放火","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","8","RAKURAI","08","落雷","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZIKO_NAIYOU_KBN01","事故内容区分01","9","HUGAI","09","風害","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:15"
"COD_ZITUKADOU_KBN01","実稼働区分01","1","ALL","00","全て","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:21"
"COD_ZITUKADOU_KBN01","実稼働区分01","2","KADO","01","稼働","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:21"
"COD_ZITUKADOU_KBN01","実稼働区分01","3","HIKADO","02","非稼働","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:40:21"
"COD_ZITUKADOU_KBN02","実稼働区分02","1","KADO","01","稼働","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:40:42"
"COD_ZITUKADOU_KBN02","実稼働区分02","2","HIKADO","02","非稼働","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:40:42"
"COD_ZYOUKEN_TEKIYOU_KBN01","流通リベート条件適用区分01","1","TANDOKU","0","単独","fsol07","2011/02/17 11:06:36","fsol07","2011/02/17 11:06:36"
"COD_ZYOUKEN_TEKIYOU_KBN01","流通リベート条件適用区分01","2","KAISOU","1","階層","fsol07","2011/02/17 11:06:36","fsol07","2011/02/17 11:06:36"
